i,infec_list_FB,infec_list_BA,early_deg_FB,early_deg_BA,speed_list_FB,speed_list_BA
0.5,104.6,67.0,21.821423798423798,41.63485714285714,5.0873684210526315,1.6235588972431079
0.6,109.8,70.8,19.55932761682762,35.605,4.540277777777777,2.096996904024768
0.7,160.0,70.8,17.231320290820292,30.874333333333333,6.3871679197994995,1.8031818181818182
0.7999999999999999,164.0,163.8,20.644534181504774,42.62753024753025,6.5326649958228895,5.153952569169961
0.8999999999999999,195.2,140.0,20.518535799941372,36.088,7.713245614035088,4.207062937062938
0.9999999999999999,202.0,168.4,15.947221447884763,42.79009523809524,8.307359977483816,5.107922850604774
1.0999999999999999,177.2,256.6,13.234088855846593,41.99506469021175,7.491895424836602,8.186755852842811
1.1999999999999997,218.0,310.0,20.89424925372067,38.901340407614406,9.191125541125542,9.732102564102565
1.2999999999999998,236.2,356.6,19.001838953785683,42.0074118165154,9.739603174603175,11.510074074074074
1.4,224.8,319.2,24.040399704940207,40.85985865115277,8.866170861937452,10.280000000000001
1.4999999999999998,207.0,544.4,21.655444695827047,38.93373075943664,9.08330200501253,18.155270655270655
1.5999999999999996,210.8,579.2,16.989191605010937,39.07662046717086,8.505729883926815,19.37122507122507
1.6999999999999997,271.0,523.6,20.256965646790377,36.6458125185393,10.99104391413316,17.253846153846155
1.7999999999999998,253.6,561.0,19.42630955070506,37.827320546335635,9.850916619612272,18.73333333333333
1.8999999999999997,247.6,637.8,17.37207813764362,39.66264745055454,10.7375,21.1037037037037
1.9999999999999996,284.2,572.0,26.179668627916094,39.69854990638686,10.868426748689908,18.511111111111113
2.0999999999999996,367.8,771.4,20.527435620622317,40.411916785335514,14.047037037037038,25.911111111111108
2.1999999999999997,376.6,741.2,28.406813278935896,40.34452654267869,13.470916387959866,24.684656084656083
2.3,312.0,863.6,25.981467260311337,40.55781185810373,12.43981446175308,29.17037037037037
2.3999999999999995,292.2,923.6,20.12977185416073,40.40728575606365,11.433574879227052,31.022222222222222
