i_init,infec_list_FB,infec_list_BA,early_deg_FB,early_deg_BA,speed_list_FB,speed_list_BA
0.01,3275.0,4022.8,91.5135720783179,67.59691817507043,113.00681216931216,161.62711594202898
0.02,3396.95,4029.35,81.59859926179927,60.54366266842287,116.30621693121691,167.4695652173913
0.03,3466.05,4030.3,76.68727543801886,57.5247593166378,119.69616402116404,172.96385281385284
0.04,3502.65,4032.4,73.105798570091,56.139283662122445,119.85562169312168,172.85727460944855
0.05,3524.55,4033.8,69.22944912772135,54.40603675878505,119.84748677248679,175.22382834556748
0.060000000000000005,3553.55,4032.45,67.79604487237609,52.93233013589692,119.81460113960115,175.4952489177489
0.06999999999999999,3575.8,4033.75,65.12441398957831,51.504900286996076,119.04126984126985,175.7686147186147
0.08,3598.4,4033.35,63.99078742014437,50.825479366841556,119.49878917378916,175.30774891774894
0.09,3602.95,4034.35,62.701393023803426,50.02983375238398,118.12037037037037,177.71503759398493
0.09999999999999999,3614.2,4033.8,60.94006739189077,49.11860988949219,116.9473544973545,177.25502335383914
0.11,3626.45,4036.0,59.524280809885774,48.34045980449385,116.39629629629628,178.21956140350878
0.12,3637.6,4035.1,58.50564289243512,48.22170534233601,115.7644586894587,175.57255012531328
0.13,3653.0,4034.75,57.91516598703902,47.34066339181193,115.43511396011397,176.98772556390978
0.14,3656.65,4035.05,56.48342914470137,46.92352569819132,113.9474358974359,176.47053884711778
0.15000000000000002,3670.45,4035.25,55.62288067839503,46.64487091679257,113.86032763532762,174.2609837092732
0.16,3676.8,4035.4,55.43381746465402,46.02449007683454,112.18817663817666,175.02907268170426
0.17,3684.35,4035.95,54.641951363235975,45.89119958120009,111.58340455840455,174.77407894736842
0.18000000000000002,3691.15,4036.1,54.0999682048171,45.343990179582875,110.71289173789175,171.94096908939014
0.19,3702.0,4036.35,53.20926290458616,45.359997304542176,110.00840455840455,174.04552496437174
0.2,3708.65,4035.8,52.92381544669714,44.989659465113775,109.32699430199429,173.69222222222223
