i_init,infec_list_FB,infec_list_BA,early_deg_FB,early_deg_BA,speed_list_FB,speed_list_BA
0.01,246.55,532.45,19.144761094036703,34.69161214912582,8.636904761904763,17.26817094017094
0.02,137.95,314.4,18.244663979188164,26.038404670657616,4.095015119684238,9.490624418556795
0.03,382.4,721.15,16.76246342487872,32.9867377538993,10.16417590046692,21.504596153846148
0.04,291.4,766.2,15.344721631674371,32.409180942165314,6.746599593880267,21.88917378917379
0.05,488.45,798.65,18.251786007828397,31.838779669071393,11.162569348029068,21.66698076923077
0.060000000000000005,503.9,825.9,14.876966728048632,31.958524422456026,10.409865307887248,21.132326923076924
0.06999999999999999,561.2,865.2,17.700697495777174,31.71705861306483,11.086458443539678,21.183519230769235
0.08,587.35,893.85,16.963488891710604,31.426925903989023,10.379616768687708,20.463492877492875
0.09,619.45,928.3,16.41632552147271,31.018953240458625,10.197506641273804,20.603852564102564
0.09999999999999999,660.3,963.1,16.226530010427947,31.267107517451052,10.255231656131594,20.298365384615387
0.11,730.2,983.65,16.539613398318807,31.07771744345535,11.252655725087346,19.561128205128206
0.12,765.25,1013.2,17.411980888161956,31.239533191631267,10.794867863448527,19.403589743589745
0.13,803.0,1057.6,16.533377901325018,30.982627550784752,10.757665087867892,19.336378205128206
0.14,880.7,1079.3,17.4291452369135,30.569205752600347,12.287109597892274,18.87441666666667
0.15000000000000002,899.45,1104.55,18.254936625983273,30.782241196709627,11.382096955580653,18.15291025641026
0.16,934.8,1143.8,20.160837182802616,30.689031615877525,11.023874567461524,18.176615384615385
0.17,1051.2,1166.0,17.52403973199214,30.89742158135406,13.66256840565994,17.706452619843922
0.18000000000000002,1059.1,1206.2,18.992353091876588,30.60360208897299,12.91073146056842,17.375467948717947
0.19,1154.75,1235.9,17.570150594488766,30.49244807819128,14.854431379007465,17.342068840579707
0.2,1218.85,1264.05,17.059931014516863,30.470648991925053,15.539080874884078,16.80429487179487
